0,0,0xE67E0000,0x0000000000000000,0xE67E2000,0x0000000000000000
1,1,0xE67E0008,0x0000000000000000,0xE67E2008,0x0000000000000000
2,2,0xE67E0010,0x0000000000000000,0xE67E2010,0x0000000000000000
3,3,0xE67E0018,0x0000000000000000,0xE67E2018,0x0000000000000000
4,4,0xE67E0020,0x0000000000000000,0xE67E2020,0x0000000000000000
5,5,0xE67E0028,0x0000000000000000,0xE67E2028,0x001200100BD03401
6,6,0xE67E0030,0x0000000000000000,0xE67E2030,0x0000000000000000
7,7,0xE67E0038,0x0000000000000000,0xE67E2038,0x0000000000000000
8,8,0xE67E0040,0x0014040D0000FFFF,0xE67E2040,0x0000000000000000
9,9,0xE67E0048,0x0000000000000000,0xE67E2048,0x0000000000000000
10,10,0xE67E0050,0x0000000000000000,0xE67E2050,0x0000000000000000
11,11,0xE67E0058,0x0014043D0000FFFF,0xE67E2058,0x0000000000000000
12,12,0xE67E0060,0x001404260000FFFF,0xE67E2060,0x0000000000000000
13,13,0xE67E0068,0x0000000000000000,0xE67E2068,0x0000000000000000
14,14,0xE67E0070,0x0000000000000000,0xE67E2070,0x0000000000000000
15,15,0xE67E0078,0x0000000000000000,0xE67E2078,0x0000000000000000
16,16,0xE67E0080,0x0000000000000000,0xE67E2080,0x0000000000000000
17,17,0xE67E0088,0x0014040D0000FFFF,0xE67E2088,0x0000000000000000
18,18,0xE67E0090,0x0000000000000000,0xE67E2090,0x0000000000000000
19,19,0xE67E0098,0x0000000000000000,0xE67E2098,0x0000000000000000
20,20,0xE67E00A0,0x000C041D0000FFFF,0xE67E20A0,0x0000000000000000
21,21,0xE67E00A8,0x000C04090000FFFF,0xE67E20A8,0x0000000000000000
22,22,0xE67E00B0,0x000C040B0000FFFF,0xE67E20B0,0x0000000000000000
23,23,0xE67E00B8,0x0000000000000000,0xE67E20B8,0x0000000000000000
24,24,0xE67E00C0,0x000C041D0000FFFF,0xE67E20C0,0x0000000000000000
25,25,0xE67E00C8,0x000C04090000FFFF,0xE67E20C8,0x0000000000000000
26,26,0xE67E00D0,0x000C040B0000FFFF,0xE67E20D0,0x0000000000000000
27,27,0xE67E00D8,0x0000000000000000,0xE67E20D8,0x0000000000000000
28,28,0xE67E00E0,0x0000000000000000,0xE67E20E0,0x0000000000000000
29,29,0xE67E00E8,0x0000000000000000,0xE67E20E8,0x0000000000000000
30,30,0xE67E00F0,0x001008110000FFFF,0xE67E20F0,0x0000000000000000
31,31,0xE67E00F8,0x000C040B0000FFFF,0xE67E20F8,0x0000000000000000
32,32,0xE67E0100,0x0000000000000000,0xE67E2100,0x0000000000000000
33,33,0xE67E0108,0x0000000000000000,0xE67E2108,0x0000000000000000
34,34,0xE67E0110,0x001004190000FFFF,0xE67E2110,0x0000000000000000
35,35,0xE67E0118,0x000C041A0000FFFF,0xE67E2118,0x0000000000000000
36,36,0xE67E0120,0x0000000000000000,0xE67E2120,0x0000000000000000
37,37,0xE67E0128,0x0000000000000000,0xE67E2128,0x0000000000000000
38,38,0xE67E0130,0x0000000000000000,0xE67E2130,0x0000000000000000
39,39,0xE67E0138,0x001004120000FFFF,0xE67E2138,0x0000000000000000
40,40,0xE67E0140,0x0000000000000000,0xE67E2140,0x0000000000000000
41,41,0xE67E0148,0x0000000000000000,0xE67E2148,0x0000000000000000
42,42,0xE67E0150,0x0010084A0000FFFF,0xE67E2150,0x0000000000000000
43,43,0xE67E0158,0x0000000000000000,0xE67E2158,0x0000000000000000
44,44,0xE67E0160,0x0010042E0000FFFF,0xE67E2160,0x0000000000000000
45,45,0xE67E0168,0x0000000000000000,0xE67E2168,0x0000000000000000
46,46,0xE67E0170,0x0000000000000000,0xE67E2170,0x0000000000000000
47,47,0xE67E0178,0x001004180000FFFF,0xE67E2178,0x0000000000000000
48,48,0xE67E0180,0x0000000000000000,0xE67E2180,0x0000000000000000
49,49,0xE67E0188,0x0000000000000000,0xE67E2188,0x0000000000000000
50,50,0xE67E0190,0x0010087E0000FFFF,0xE67E2190,0x0000000000000000
51,51,0xE67E0198,0x0000000000000000,0xE67E2198,0x0000000000000000
52,52,0xE67E01A0,0x001008500000FFFF,0xE67E21A0,0x0000000000000000
53,53,0xE67E01A8,0x0000000000000000,0xE67E21A8,0x0000000000000000
54,54,0xE67E01B0,0x0000000000000000,0xE67E21B0,0x0000000000000000
55,55,0xE67E01B8,0x0000000000000000,0xE67E21B8,0x0000000000000000
56,56,0xE67E01C0,0x000C04010000FFFF,0xE67E21C0,0x002102000BDFFC01
57,57,0xE67E01C8,0x000C04010000FFFF,0xE67E21C8,0x002102000BDFFC01
58,58,0xE67E01D0,0x0000000000000000,0xE67E21D0,0x0000000000000000
59,59,0xE67E01D8,0x0000000000000000,0xE67E21D8,0x0000000000000000
60,60,0xE67E01E0,0x0000000000000000,0xE67E21E0,0x0000000000000000
61,61,0xE67E01E8,0x000C04010000FFFF,0xE67E21E8,0x0000000000000000
62,62,0xE67E01F0,0x000C04050000FFFF,0xE67E21F0,0x002101000BDF2401
63,63,0xE67E01F8,0x0000000000000000,0xE67E21F8,0x0000000000000000
64,64,0xE67E0200,0x0000000000000000,0xE67E2200,0x0000000000000000
65,65,0xE67E0208,0x000C04050000FFFF,0xE67E2208,0x0000000000000000
66,66,0xE67E0210,0x000C04050000FFFF,0xE67E2210,0x002101000BDF2401
67,67,0xE67E0218,0x0000000000000000,0xE67E2218,0x001101000BDF2401
68,68,0xE67E0220,0x0000000000000000,0xE67E2220,0x001101000BDF2401
69,69,0xE67E0228,0x0000000000000000,0xE67E2228,0x0000000000000000
70,70,0xE67E0230,0x0000000000000000,0xE67E2230,0x001101000BDF2401
71,71,0xE67E0238,0x0000000000000000,0xE67E2238,0x001101000BDF2401
72,72,0xE67E0240,0x0000000000000000,0xE67E2240,0x001201000BDF2401
73,73,0xE67E0248,0x0000000000000000,0xE67E2248,0x001101000BDF2401
74,74,0xE67E0250,0x0000000000000000,0xE67E2250,0x001201000BDF2401
75,75,0xE67E0258,0x0000000000000000,0xE67E2258,0x001101000BDF2401
76,76,0xE67E0260,0x000C08150000FFFF,0xE67E2260,0x0000000000000000
77,77,0xE67E0268,0x001408020000FFFF,0xE67E2268,0x0000000000000000
78,78,0xE67E0270,0x001404010000FFFF,0xE67E2270,0x0000000000000000
79,79,0xE67E0278,0x000C04090000FFFF,0xE67E2278,0x0000000000000000
80,80,0xE67E0280,0x0000000000000000,0xE67E2280,0x0000000000000000
81,81,0xE67E0288,0x0000000000000000,0xE67E2288,0x0000000000000000
82,82,0xE67E0290,0x001408020000FFFF,0xE67E2290,0x0000000000000000
83,83,0xE67E0298,0x001404010000FFFF,0xE67E2298,0x0000000000000000
84,84,0xE67E02A0,0x000C04050000FFFF,0xE67E22A0,0x0000000000000000
85,85,0xE67E02A8,0x000C04050000FFFF,0xE67E22A8,0x0000000000000000
86,86,0xE67E02B0,0x001408050000FFFF,0xE67E22B0,0x0000000000000000
87,87,0xE67E02B8,0x000C04010000FFFF,0xE67E22B8,0x0000000000000000
88,88,0xE67E02C0,0x0000000000000000,0xE67E22C0,0x0000000000000000
89,89,0xE67E02C8,0x0000000000000000,0xE67E22C8,0x0000000000000000
90,90,0xE67E02D0,0x000C04050000FFFF,0xE67E22D0,0x0000000000000000
91,91,0xE67E02D8,0x000C04050000FFFF,0xE67E22D8,0x0000000000000000
92,92,0xE67E02E0,0x001408050000FFFF,0xE67E22E0,0x0000000000000000
93,93,0xE67E02E8,0x000C04010000FFFF,0xE67E22E8,0x0000000000000000
94,94,0xE67E02F0,0x0000000000000000,0xE67E22F0,0x001103000BDFFC01
95,95,0xE67E02F8,0x0000000000000000,0xE67E22F8,0x001105000BDFFC01
96,96,0xE67E0300,0x0000000000000000,0xE67E2300,0x0000000000000000
97,97,0xE67E0308,0x0000000000000000,0xE67E2308,0x0000000000000000
98,98,0xE67E0310,0x0000000000000000,0xE67E2310,0x0000000000000000
99,99,0xE67E0318,0x0000000000000000,0xE67E2318,0x001200100BD03401
100,100,0xE67E0320,0x0000000000000000,0xE67E2320,0x0000000000000000
101,101,0xE67E0328,0x0000000000000000,0xE67E2328,0x0000000000000000
102,102,0xE67E0330,0x0000000000000000,0xE67E2330,0x0000000000000000
103,103,0xE67E0338,0x0000000000000000,0xE67E2338,0x0000000000000000
104,104,0xE67E0340,0x0000000000000000,0xE67E2340,0x0000000000000000
105,105,0xE67E0348,0x0000000000000000,0xE67E2348,0x0000000000000000
106,106,0xE67E0350,0x0000000000000000,0xE67E2350,0x0000000000000000
107,107,0xE67E0358,0x0000000000000000,0xE67E2358,0x001203000BDFFC01
108,108,0xE67E0360,0x0000000000000000,0xE67E2360,0x001205000BDFFC01
109,109,0xE67E0368,0x0000000000000000,0xE67E2368,0x001200100BD03401
110,110,0xE67E0370,0x000C04010000FFFF,0xE67E2370,0x0000000000000000
111,111,0xE67E0378,0x000C04010000FFFF,0xE67E2378,0x0000000000000000
112,112,0xE67E0380,0x000C04050000FFFF,0xE67E2380,0x0000000000000000
113,113,0xE67E0388,0x000C04050000FFFF,0xE67E2388,0x0000000000000000
114,114,0xE67E0390,0x0000000000000000,0xE67E2390,0x001200100BD03401
